course,professor,semester,section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
ASTR300,A Sharma,201901,0101,0,8,5,5,16,5,4,8,4,0,2,0,0,3,1
ASTR300,A Sharma,201808,0101,0,3,6,4,11,5,4,10,2,0,0,0,2,4,2
ASTR300,A Sharma,201801,0101,0,14,15,10,9,2,2,1,2,2,1,0,0,0,0
ASTR300,A Sharma,201708,0101,0,7,6,9,17,13,1,2,1,0,1,1,1,3,1
ASTR300,A Sharma,201608,0101,1,2,5,14,14,3,2,5,3,2,0,0,0,3,0
CMSC216,A.U. Shankar,202001,0108,1,0,3,0,1,0,0,0,0,0,0,0,1,0,6
CMSC216,A.U. Shankar,202001,0107,2,1,1,0,1,0,0,0,0,0,0,0,0,0,10
CMSC216,A.U. Shankar,202001,0106,1,2,2,1,1,0,0,0,0,0,0,0,2,4,24
CMSC216,A.U. Shankar,202001,0105,2,2,0,1,0,0,0,0,0,0,0,0,0,2,16
CMSC216,A.U. Shankar,202001,0104,1,1,2,1,0,0,0,0,1,0,0,0,2,4,17
CMSC216,A.U. Shankar,202001,0103,0,3,1,1,0,1,0,0,0,0,0,0,5,2,19
CMSC216,A.U. Shankar,202001,0102,1,0,1,0,2,0,0,0,0,0,0,0,2,0,11
CMSC216,A.U. Shankar,202001,0101,1,0,1,0,1,0,0,0,0,0,0,0,2,3,10
CMSC216,A.U. Shankar,201908,0302,1,2,0,0,5,0,2,6,5,0,5,0,6,3,0
CMSC216,A.U. Shankar,201908,0301,2,2,0,2,2,1,1,5,5,0,3,0,5,10,0
CMSC216,A.U. Shankar,201908,0303,0,2,1,0,3,1,0,3,3,0,3,0,3,4,0
CMSC216,A.U. Shankar,201908,0304,0,3,1,0,9,4,1,7,3,0,2,0,5,3,0
CMSC712,A.U. Shankar,201901,0101,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1
CMSC216,A.U. Shankar,201901,0104,1,0,6,3,1,3,2,5,3,0,1,0,5,0,2
CMSC216,A.U. Shankar,201901,0103,2,0,2,2,3,4,1,1,3,0,2,0,3,4,2
CMSC216,A.U. Shankar,201901,0102,2,0,4,5,4,3,4,7,4,0,2,0,2,2,2
CMSC216,A.U. Shankar,201901,0101,0,6,5,6,2,2,5,4,4,0,1,0,2,3,1
CMSC412,A.U. Shankar,201808,0102,2,2,4,2,2,2,2,1,0,0,2,0,1,1,1
CMSC412,A.U. Shankar,201808,0101,4,1,0,3,2,2,2,2,0,0,2,0,1,4,0
CMSC412,A.U. Shankar,201801,0101,1,3,2,1,3,1,1,1,1,0,1,0,1,5,0
CMSC712,A.U. Shankar,201801,0101,1,0,1,0,2,0,0,2,0,0,0,0,0,2,0
CMSC412,A.U. Shankar,201801,0102,2,1,2,4,1,1,2,0,1,0,2,0,2,5,0
CMSC216,A.U. Shankar,201708,0204,0,0,2,2,4,1,2,3,5,0,4,0,2,3,0
CMSC216,A.U. Shankar,201708,0203,1,4,0,1,7,6,4,3,0,0,2,0,2,2,0
CMSC216,A.U. Shankar,201708,0202,1,5,3,4,6,4,5,2,2,0,1,0,2,3,0
CMSC216,A.U. Shankar,201708,0201,4,4,4,1,6,1,3,2,1,0,4,0,0,2,0
CMSC414,A.U. Shankar,201701,0201,4,4,7,3,7,7,5,8,4,0,0,0,2,1,0
CMSC414,A.U. Shankar,201701,0101,4,14,8,9,14,4,4,12,4,0,3,0,2,6,1
CMSC216,A.U. Shankar,201608,0203,0,2,1,0,6,2,1,5,4,0,2,1,1,1,0
CMSC216,A.U. Shankar,201608,0202,0,4,1,2,6,0,0,3,2,0,3,0,3,3,0
CMSC216,A.U. Shankar,201608,0201,0,7,0,1,6,1,0,9,0,0,4,0,1,1,0
CMSC412,A.U. Shankar,201501,0101,1,4,0,3,8,0,3,0,1,0,0,0,1,0,1
CMSC412,A.U. Shankar,201501,0102,4,2,0,1,5,0,4,2,1,0,0,0,0,1,2
CMSC712,A.U. Shankar,201408,0101,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1
CMSC414,A.U. Shankar,201408,0101,1,9,0,7,8,3,2,7,1,0,2,0,0,1,0
CMSC712,A.U. Shankar,201401,0101,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
CMSC412,A.U. Shankar,201308,0102,2,1,0,2,2,3,0,0,0,0,0,0,7,1,2
CMSC412,A.U. Shankar,201308,0101,2,1,2,0,2,0,0,0,2,0,0,0,1,3,8
CMSC712,A.U. Shankar,201301,0101,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1
CMSC414,A.U. Shankar,201301,0301,6,2,4,0,10,10,0,5,7,0,2,0,1,2,0
CMSC412,A.U. Shankar,201208,0102,0,2,2,1,3,0,0,3,2,0,0,0,0,2,0
CMSC412,A.U. Shankar,201208,0101,0,6,4,3,3,0,0,3,1,0,0,0,0,0,0
CMSC412,A.U. Shankar,201201,0101,1,5,0,3,4,0,2,2,2,0,1,0,0,1,0
CMSC412,A.U. Shankar,201201,0102,1,5,0,2,4,0,2,2,0,0,0,0,3,1,0
COMM107,Aaron Swanlek,202108,4801,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202108,4001,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202108,1101,11,7,0,0,0,1,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202108,0101,14,4,0,0,0,0,0,0,0,0,0,0,0,2,0
COMM107,Aaron Swanlek,202101,4201,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202101,3801,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202101,1401,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COMM107,Aaron Swanlek,202101,0401,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202008,5501,11,3,3,0,0,1,0,1,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202008,9902,14,3,1,0,1,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202008,4001,15,3,1,0,0,0,0,0,0,0,0,0,1,0,0
COMM107,Aaron Swanlek,202008,2201,13,2,2,2,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202008,1001,13,1,1,3,0,1,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202001,4601,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,202001,3101,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COMM107,Aaron Swanlek,202001,1701,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,201908,0101,2,11,4,1,0,1,1,0,0,0,0,0,0,1,0
COMM107,Aaron Swanlek,201908,4501,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,201908,3501,8,6,2,3,0,0,0,0,0,0,0,0,0,0,0
COMM107,Aaron Swanlek,201908,2501,4,12,2,1,0,0,0,0,0,0,0,0,0,0,0
ARTH260C,Abigail McEwen,202108,0101,10,6,4,0,1,4,0,0,0,0,0,0,0,2,0
ARTH260,Abigail McEwen,202108,0104,6,7,6,1,2,1,0,0,1,0,0,1,0,0,0
ARTH260,Abigail McEwen,202108,0103,8,13,1,1,1,1,0,0,0,0,0,0,0,3,0
ARTH260,Abigail McEwen,202108,0102,9,6,4,4,0,2,0,0,0,0,0,0,0,1,0
ARTH260,Abigail McEwen,202108,0101,7,11,6,1,0,0,0,0,0,0,0,0,0,1,0
ARTH262,Abigail McEwen,202008,0101,22,0,1,1,0,0,0,0,1,0,0,0,0,1,0
ARTH260C,Abigail McEwen,202008,0101,3,14,3,2,0,1,0,0,0,0,0,0,0,0,0
ARTH260,Abigail McEwen,202008,0103,8,10,3,2,1,0,0,1,0,0,0,0,0,1,0
ARTH260,Abigail McEwen,202008,0102,6,13,3,0,0,1,0,2,0,0,0,0,0,0,0
ARTH260,Abigail McEwen,202008,0101,9,11,3,2,1,0,0,0,0,0,0,0,0,0,0
ARTH768A,Abigail McEwen,202001,0101,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
ARTH488F,Abigail McEwen,201908,0101,3,1,0,0,0,0,0,0,0,1,0,0,5,1,1
ARTH260,Abigail McEwen,201908,0101,8,6,5,2,3,0,0,0,2,0,0,0,0,0,1
ARTH260,Abigail McEwen,201908,0102,2,8,7,3,0,2,0,1,1,0,0,0,1,0,0
ARTH260,Abigail McEwen,201908,0103,7,5,4,3,2,3,1,0,0,0,0,0,0,1,0
ARTH260,Abigail McEwen,201908,0104,3,7,5,3,2,0,0,0,0,0,0,0,0,1,1
ARTH389K,Abigail McEwen,201901,0101,6,5,0,0,0,0,1,0,0,0,0,0,4,0,0
ARTH260,Abigail McEwen,201808,0104,5,10,5,1,1,0,0,0,0,0,0,0,0,1,0
ARTH260,Abigail McEwen,201808,0103,7,10,3,1,1,0,0,1,0,0,0,0,1,0,0
ARTH260,Abigail McEwen,201808,0102,5,8,2,4,4,0,0,0,1,0,0,0,0,1,0
ARTH260,Abigail McEwen,201808,0101,4,10,3,2,3,0,0,0,1,0,0,0,0,3,0
ARTH255,Abigail McEwen,201801,0102,1,4,8,1,3,2,2,1,0,0,0,0,0,3,1
ARTH768C,Abigail McEwen,201801,0101,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTH255,Abigail McEwen,201801,0104,0,0,5,1,3,2,1,0,0,0,2,0,0,1,0
ARTH255,Abigail McEwen,201801,0103,2,8,2,1,2,4,0,0,1,0,1,0,1,3,0
ARTH255,Abigail McEwen,201801,0101,0,4,1,0,2,3,1,2,1,0,0,1,0,0,0
ARTH488B,Abigail McEwen,201708,0101,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0
ARTH372,Abigail McEwen,201708,0101,1,3,3,1,4,0,0,0,0,1,0,1,0,0,0
ARTH488M,Abigail McEwen,201601,0101,0,2,3,0,1,0,0,1,0,0,0,0,1,0,2
ARTH255,Abigail McEwen,201508,0105,1,5,1,3,3,3,1,0,0,0,0,1,0,2,0
ARTH255,Abigail McEwen,201508,0104,0,4,5,6,3,2,1,0,1,0,0,0,2,2,0
ARTH255,Abigail McEwen,201508,0102,0,7,5,2,4,0,1,2,1,1,0,0,0,1,1
ARTH255,Abigail McEwen,201508,0101,1,13,2,0,1,3,2,0,0,0,0,0,0,2,1
ARTH488L,Abigail McEwen,201501,0101,0,3,0,3,2,0,1,0,0,0,0,0,0,1,1
ARTH372,Abigail McEwen,201501,0101,0,2,4,1,5,2,1,0,0,0,0,0,1,1,0
ARTH255,Abigail McEwen,201408,0105,0,6,2,5,5,1,1,0,0,0,1,0,1,1,0
ARTH255,Abigail McEwen,201408,0101,0,8,6,0,3,2,0,1,0,0,0,0,1,1,0
ARTH255,Abigail McEwen,201408,0102,0,5,5,1,4,1,3,0,0,0,0,0,2,2,0
ARTH255,Abigail McEwen,201408,0104,0,3,2,5,1,0,1,0,0,0,0,0,0,0,0
ARTH668A,Abigail McEwen,201408,0101,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0
ARTH768,Abigail McEwen,201301,0101,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
ARTH255,Abigail McEwen,201301,0104,0,2,6,2,3,2,2,0,0,0,0,0,0,1,0
ARTH255,Abigail McEwen,201301,0101,0,7,3,3,2,1,6,2,0,0,0,0,0,2,0
ARTH389L,Abigail McEwen,201208,0101,0,3,5,2,7,2,0,0,0,0,0,0,0,3,0
ARTH255,Abigail McEwen,201208,0105,4,11,3,2,1,2,1,1,1,0,0,0,0,2,0
ARTH255,Abigail McEwen,201208,0104,1,1,1,4,3,1,2,2,1,0,0,0,0,1,0
ARTH255,Abigail McEwen,201208,0102,1,2,4,4,1,3,1,1,1,0,0,0,3,0,0
ARTH255,Abigail McEwen,201208,0101,0,5,3,1,4,1,2,1,1,0,1,1,1,2,0
ARTH389L,Abigail McEwen,201201,0101,0,5,4,3,2,5,1,1,2,1,0,0,2,1,0
STAT410,Abram Kagan,201901,0501,0,9,2,0,4,2,0,2,0,0,0,0,1,2,1
STAT410,Abram Kagan,201808,0101,0,12,1,0,4,1,0,0,3,0,0,0,1,3,0
STAT410,Abram Kagan,201801,0401,0,5,4,0,8,0,0,4,0,0,0,0,1,3,0
STAT410,Abram Kagan,201701,0201,0,13,3,0,5,5,0,5,1,0,0,0,0,1,0
STAT650,Abram Kagan,201701,0101,0,8,0,0,7,3,0,0,0,0,0,0,0,3,0
STAT420,Abram Kagan,201608,0101,0,6,2,0,6,2,0,3,0,0,1,0,2,5,1
STAT750,Abram Kagan,201608,0101,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1
STAT410,Abram Kagan,201501,0101,0,3,4,0,6,1,0,3,1,0,0,0,0,1,0
STAT410,Abram Kagan,201408,0101,0,6,1,0,3,0,0,8,4,0,0,0,0,3,1
STAT650,Abram Kagan,201401,0101,1,4,4,0,5,3,0,4,0,0,0,0,0,0,1
STAT750,Abram Kagan,201308,0101,0,4,1,0,2,0,0,1,0,0,0,0,0,0,1
STAT701,Abram Kagan,201301,0101,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0
STAT700,Abram Kagan,201208,0101,0,3,2,0,5,2,0,0,0,0,0,0,0,2,3
STAT701,Abram Kagan,201201,0101,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0
GEMS497,Adam Hsieh,201701,0112,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMS496,Adam Hsieh,201608,0112,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMS397,Adam Hsieh,201601,0112,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMS396,Adam Hsieh,201508,0112,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BIOE404,Adam Hsieh,201508,0103,1,19,5,3,0,3,2,1,0,0,0,0,0,0,0
BIOE404,Adam Hsieh,201508,0101,2,9,4,2,5,5,4,1,2,0,0,0,1,0,0
GEMS297,Adam Hsieh,201501,0206,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
GEMS296,Adam Hsieh,201408,0206,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BIOE404,Adam Hsieh,201408,0103,0,11,3,2,7,3,6,0,1,0,0,0,0,2,0
BIOE404,Adam Hsieh,201408,0102,1,11,6,3,2,5,4,1,1,1,0,0,0,0,0
BIOE404,Adam Hsieh,201408,0101,1,16,2,7,6,0,0,0,3,0,0,0,0,0,0
BIOE489H,Adam Hsieh,201308,0101,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BIOE404,Adam Hsieh,201308,0103,0,3,5,5,2,9,5,0,4,0,0,0,0,0,0
BIOE404,Adam Hsieh,201308,0102,0,3,6,1,4,6,1,1,0,0,0,0,1,0,0
BIOE404,Adam Hsieh,201308,0101,0,8,7,5,5,5,0,0,0,0,0,0,2,0,0
BIOE120,Adam Hsieh,201308,0202,0,6,5,10,6,1,4,3,1,0,2,0,0,1,0
BIOE120,Adam Hsieh,201308,0201,1,2,12,8,2,6,3,1,2,3,0,0,0,0,0
BIOE489H,Adam Hsieh,201208,0101,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BIOE404,Adam Hsieh,201208,0101,1,16,7,12,15,19,8,4,7,0,0,0,0,1,0
BIOE120,Adam Hsieh,201208,0201,6,8,11,14,9,8,2,5,3,0,0,0,0,8,0
BIOE602,Adam Hsieh,201201,0101,1,2,1,1,1,1,0,0,0,0,0,0,1,0,1
GEMS497,Adam Hsieh,201201,0101,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BIOE602,Adam Hsieh,201201,BI01,0,0,3,0,3,1,0,0,0,0,0,0,0,2,0
CMSC436,Adam Porter,202008,0101,0,155,0,0,24,0,0,9,0,0,0,0,1,13,0
CMSC436,Adam Porter,201908,0101,0,25,41,45,24,7,0,12,0,0,1,0,2,3,0
CMSC436,Adam Porter,201808,0101,0,24,27,18,50,9,3,8,2,0,0,0,1,4,0
CMSC436,Adam Porter,201708,0101,0,23,12,13,7,16,4,5,5,0,2,0,1,0,0
CMSC436,Adam Porter,201608,0101,0,33,0,10,34,0,2,2,1,0,0,0,1,3,0
CMSC436,Adam Porter,201508,0101,0,15,0,0,28,0,0,8,0,0,2,0,0,0,0
CMSC433,Adam Porter,201501,0101,0,17,0,0,15,0,0,8,0,0,2,0,4,4,0
CMSC436,Adam Porter,201408,0101,0,20,0,0,21,0,0,7,0,0,1,0,0,2,0
CMSC433,Adam Porter,201401,0201,0,23,0,0,12,0,0,11,0,0,1,0,0,2,1
CMSC436,Adam Porter,201308,0101,0,10,7,8,17,6,0,1,0,0,0,0,1,0,0
CMSC433,Adam Porter,201201,0201,0,10,0,0,17,1,0,11,0,0,2,0,1,1,0
MATH246,Adam Telatovich,201901,0112,1,8,3,1,1,4,0,3,2,0,2,0,0,2,0
STAT401,Adam Telatovich,201901,0501,0,14,1,1,3,0,2,2,2,0,0,0,0,2,0
STAT401,Adam Telatovich,201901,0203,0,6,0,4,3,2,2,3,0,0,1,0,0,0,0
STAT401,Adam Telatovich,201901,0202,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0
STAT401,Adam Telatovich,201901,0201,0,5,1,0,4,2,1,1,0,0,0,0,0,0,0
MATH246,Adam Telatovich,201901,0142,0,8,7,2,3,1,0,0,2,0,2,0,2,0,0
MATH246,Adam Telatovich,201901,0141,0,4,4,1,1,3,2,1,2,0,1,0,3,6,0
MATH246,Adam Telatovich,201901,0132,0,5,5,4,3,1,0,3,2,0,0,0,3,1,0
MATH246,Adam Telatovich,201901,0131,0,5,3,4,4,2,1,0,2,0,4,0,2,0,0
MATH246,Adam Telatovich,201901,0123,5,4,6,1,1,2,1,0,3,0,1,0,1,2,0
MATH246,Adam Telatovich,201901,0122,1,7,2,4,1,4,2,1,0,0,1,0,2,3,0
MATH246,Adam Telatovich,201901,0121,1,6,4,1,0,3,3,2,2,0,1,0,2,2,0
MATH246,Adam Telatovich,201901,0113,1,2,4,2,2,3,2,4,3,0,2,0,1,1,0
MATH246,Adam Telatovich,201901,0111,1,2,8,1,3,3,0,2,3,0,3,0,1,0,0
MATH141,Adam Telatovich,201901,0432,0,1,1,0,2,2,1,5,0,0,2,0,2,0,0
MATH141,Adam Telatovich,201901,0431,0,2,0,3,2,0,1,1,1,0,9,0,4,1,0
MATH141,Adam Telatovich,201901,0423,0,0,1,3,6,3,0,6,2,0,3,0,0,1,0
MATH141,Adam Telatovich,201901,0422,0,0,3,4,4,2,0,4,0,0,6,0,2,0,0
MATH141,Adam Telatovich,201901,0421,0,2,0,5,1,3,4,1,1,0,1,0,4,3,0
MATH141,Adam Telatovich,201901,0413,1,2,0,1,2,6,1,2,2,0,4,0,2,2,0
MATH141,Adam Telatovich,201901,0412,0,3,2,4,4,2,1,2,2,0,3,0,1,1,0
MATH141,Adam Telatovich,201901,0411,0,1,1,3,3,1,0,3,0,0,4,0,3,3,0
MATH140,Adam Telatovich,201808,FC04,0,1,1,5,4,3,2,3,3,0,7,0,2,4,0
STAT401,Adam Telatovich,201808,0301,7,8,1,1,1,3,0,3,0,0,1,0,3,3,0
STAT401,Adam Telatovich,201808,0101,6,6,8,2,2,1,0,2,0,0,0,0,1,0,0
PHYS769,Adil Hassam,202108,0101,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0
PHYS769,Adil Hassam,202008,0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
PHYS410,Adil Hassam,202008,0101,9,14,10,13,13,2,0,5,0,0,0,0,0,0,0
PHYS373,Adil Hassam,202001,0101,0,27,0,0,11,0,0,0,0,0,0,0,0,2,14
PHYS769,Adil Hassam,201908,0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
PHYS373,Adil Hassam,201901,0101,0,26,0,0,22,0,0,1,0,0,0,0,0,0,0
PHYS769,Adil Hassam,201808,0101,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS410,Adil Hassam,201808,0101,1,13,7,0,25,0,0,4,1,0,1,0,0,0,0
PHYS373,Adil Hassam,201801,0101,0,18,0,0,16,0,0,11,1,0,0,0,0,3,0
PHYS274,Adil Hassam,201708,0101,0,11,0,0,16,0,0,9,0,0,2,0,2,2,0
PHYS274,Adil Hassam,201701,0101,0,26,0,0,12,0,0,10,0,0,4,0,0,1,0
PHYS769,Adil Hassam,201608,0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
PHYS410,Adil Hassam,201608,0101,2,17,5,0,11,9,0,7,4,0,0,0,0,3,1
PHYS274,Adil Hassam,201601,0101,3,7,5,5,12,3,3,5,0,0,1,0,1,6,1
PHYS604,Adil Hassam,201508,0101,0,8,5,0,7,3,1,1,0,0,0,0,0,0,1
PHYS769,Adil Hassam,201508,0101,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS606,Adil Hassam,201501,0101,0,8,3,3,4,0,0,0,0,0,0,0,0,1,1
PHYS604,Adil Hassam,201408,0101,2,9,5,3,4,0,0,0,0,0,0,0,0,0,1
PHYS606,Adil Hassam,201401,0101,0,7,5,2,3,1,0,1,0,0,0,0,0,0,0
PHYS769,Adil Hassam,201308,0101,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
PHYS604,Adil Hassam,201308,0101,0,10,7,0,4,1,0,0,0,0,0,0,0,0,0
PHYS769,Adil Hassam,201301,0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
PHYS606,Adil Hassam,201301,0101,1,6,5,4,5,1,0,0,0,0,0,0,0,2,2
PHYS769,Adil Hassam,201208,0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
PHYS604,Adil Hassam,201208,0101,0,20,10,0,7,1,0,0,0,0,0,0,0,0,3
PHYS121,Adil Hassam,201201,0201,0,0,6,2,7,4,3,2,2,0,0,0,0,0,0
PHYS769,Adil Hassam,201201,0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
PHYS121,Adil Hassam,201201,0206,1,3,2,5,4,0,1,5,3,0,2,0,0,1,0
PHYS121,Adil Hassam,201201,0205,0,4,7,3,2,2,1,7,0,0,0,0,0,1,0
PHYS121,Adil Hassam,201201,0204,0,3,6,4,3,5,1,3,0,0,0,0,0,1,0
PHYS121,Adil Hassam,201201,0203,0,0,8,5,3,3,1,4,0,0,1,0,0,1,0
PHYS121,Adil Hassam,201201,0202,0,2,6,4,11,1,1,1,0,0,0,0,0,0,0
INST447,Aditya Ravindra Bhat,202108,0101,22,17,5,1,2,4,1,0,2,1,1,2,0,2,0
INST447,Aditya Ravindra Bhat,202101,0101,38,33,10,6,7,3,3,2,0,1,0,0,2,3,13
INST314,Aditya Ravindra Bhat,202008,0106,20,10,3,6,5,1,1,1,1,0,0,0,2,9,0
INST414,Aditya Ravindra Bhat,202001,0101,17,15,7,5,2,1,1,0,0,0,0,0,1,1,9
INST414,Aditya Ravindra Bhat,201908,0102,5,9,3,2,5,1,3,3,3,1,0,0,2,2,1
ENEE222,Adrianos Papamarcou,202108,0202,3,4,0,4,5,0,2,5,1,0,2,0,0,1,0
ENEE222,Adrianos Papamarcou,202108,0201,0,4,2,2,5,0,6,1,3,0,2,0,1,1,0
ENEE222,Adrianos Papamarcou,202108,0102,1,6,4,3,2,1,0,3,1,0,2,0,0,2,0
ENEE222,Adrianos Papamarcou,202108,0101,0,4,6,1,4,3,6,1,1,0,0,0,0,1,0
ENEE322,Adrianos Papamarcou,202101,0102,1,1,0,1,2,0,1,1,1,0,2,0,1,2,7
ENEE322,Adrianos Papamarcou,202101,0101,2,3,2,1,1,0,1,1,0,0,2,0,0,4,3
ENEE222,Adrianos Papamarcou,202101,0203,3,8,6,1,0,0,0,0,0,0,0,0,0,0,3
ENEE222,Adrianos Papamarcou,202101,0202,3,4,0,1,1,2,0,0,0,0,1,0,0,2,5
ENEE222,Adrianos Papamarcou,202101,0201,3,5,3,2,0,0,0,0,0,0,0,0,0,1,6
ENEE322,Adrianos Papamarcou,202008,0202,3,6,2,1,2,1,1,0,1,0,4,1,0,3,0
ENEE322,Adrianos Papamarcou,202008,0201,0,3,2,0,4,2,2,4,3,0,1,1,0,3,0
ENEE222,Adrianos Papamarcou,202008,0202,0,7,3,7,3,1,0,3,1,0,0,0,0,1,0
ENEE222,Adrianos Papamarcou,202008,0201,3,5,4,1,2,2,1,1,0,0,2,0,1,3,0
ENEE222,Adrianos Papamarcou,202001,0202,1,1,3,2,1,0,0,0,0,0,0,0,0,3,8
ENEE222,Adrianos Papamarcou,202001,0201,6,9,1,0,0,0,0,0,0,0,0,0,0,0,4
ENEE222,Adrianos Papamarcou,202001,0203,2,6,1,0,0,0,0,0,0,0,0,0,1,1,10
ENEE322,Adrianos Papamarcou,202001,0201,0,0,0,3,2,0,0,0,0,0,0,0,2,2,11
ENEE322,Adrianos Papamarcou,202001,0202,1,1,0,2,1,1,0,0,0,0,0,0,1,1,11
ENEE322,Adrianos Papamarcou,201908,0202,2,3,2,3,3,3,3,1,2,0,2,0,0,1,0
ENEE322,Adrianos Papamarcou,201908,0201,2,5,0,1,3,1,2,3,0,0,5,0,0,2,0
ENEE222,Adrianos Papamarcou,201908,0202,1,7,5,3,3,4,1,3,0,0,0,0,0,2,0
ENEE222,Adrianos Papamarcou,201908,0201,4,6,5,5,3,1,0,2,1,0,0,0,0,1,0
ENEE322,Adrianos Papamarcou,201901,0202,1,2,3,5,2,1,2,4,1,0,3,0,0,1,0
ENEE322,Adrianos Papamarcou,201901,0201,1,2,2,4,1,3,5,3,1,0,2,0,1,0,0
ENEE222,Adrianos Papamarcou,201901,0203,2,4,2,1,5,2,0,2,2,0,3,0,0,1,1
ENEE222,Adrianos Papamarcou,201901,0202,1,7,1,0,7,3,2,0,1,0,3,0,0,0,0
ENEE222,Adrianos Papamarcou,201901,0201,1,4,3,5,2,3,2,2,0,0,1,0,1,1,0
ENEE322H,Adrianos Papamarcou,201808,0101,1,5,5,1,2,2,2,1,0,0,0,0,0,2,0
ENEE222,Adrianos Papamarcou,201808,0202,4,5,2,2,1,2,0,0,2,0,2,0,0,4,0
ENEE222,Adrianos Papamarcou,201808,0201,2,4,8,4,0,2,1,0,1,0,0,0,0,2,0
ENEE222,Adrianos Papamarcou,201801,0201,0,4,4,4,5,1,1,2,2,0,3,0,0,0,0
ENEE222,Adrianos Papamarcou,201801,0202,1,8,1,1,3,1,3,3,1,0,3,0,0,0,0
ENEE222,Adrianos Papamarcou,201801,0301,3,6,4,2,1,0,1,1,1,0,4,0,0,1,0
ENEE222,Adrianos Papamarcou,201801,0302,0,4,1,1,3,1,4,2,0,0,3,0,0,2,0
ENEE322,Adrianos Papamarcou,201708,0202,4,5,1,4,0,4,2,3,1,0,0,0,1,0,0
ENEE322,Adrianos Papamarcou,201708,0201,3,4,5,2,4,3,2,2,0,0,0,0,0,0,0
ENEE222,Adrianos Papamarcou,201708,0203,2,3,2,3,3,2,3,3,2,0,0,0,0,0,0
ENEE222,Adrianos Papamarcou,201708,0202,3,9,2,2,3,2,0,0,0,0,1,0,0,0,0
ENEE222,Adrianos Papamarcou,201708,0201,1,3,5,3,2,3,2,1,1,0,1,0,0,1,0
ENEE222,Adrianos Papamarcou,201701,0201,3,3,7,2,1,1,1,1,1,0,2,0,1,1,0
ENEE222,Adrianos Papamarcou,201701,0202,1,9,2,2,1,1,0,3,0,0,3,0,0,2,0
ENEE222,Adrianos Papamarcou,201701,0203,1,3,3,1,0,1,1,0,1,0,1,0,2,0,0
ENEE324,Adrianos Papamarcou,201701,0201,1,3,3,2,3,2,1,2,3,0,4,0,0,1,0
ENEE324,Adrianos Papamarcou,201701,0202,3,4,2,3,1,3,5,1,1,0,2,0,0,0,0
