course,professor,semester,section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
SPAN426,Ana Acedo Garcia,201401,0101,1,6,4,1,2,0,0,0,1,0,0,0,1,1,0
SPAN301,Ana Acedo Garcia,201401,BL03,0,8,1,1,5,1,0,0,0,0,0,0,0,0,0
SPAN301,Ana Acedo Garcia,201401,BL02,0,8,7,1,1,0,0,0,1,0,0,1,0,0,0
SPAN301,Ana Acedo Garcia,201401,0701,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0
SPAN425,Ana Acedo Garcia,201308,0101,1,5,8,7,4,1,0,0,0,0,0,0,0,1,0
SPAN310,Ana Acedo Garcia,201308,0101,0,3,7,5,4,2,1,0,0,0,0,0,0,0,0
SPAN302,Ana Acedo Garcia,201308,0101,0,5,7,1,1,1,0,1,0,0,0,0,0,0,0
SPAN301,Ana Acedo Garcia,201308,BL02,0,10,6,2,1,0,0,0,0,0,0,0,1,0,0
SPAN426,Ana Acedo Garcia,201301,0101,0,4,1,1,2,1,0,1,0,0,0,0,0,0,0
SPAN301,Ana Acedo Garcia,201301,0301,0,8,6,1,2,1,0,1,0,0,0,0,0,0,1
SPAN301,Ana Acedo Garcia,201301,0401,2,6,1,8,2,1,0,0,0,0,0,0,0,0,0
SPAN301,Ana Acedo Garcia,201301,BL02,0,10,2,1,2,1,0,0,0,0,0,0,0,0,0
SPAN302,Ana Acedo Garcia,201208,0401,0,6,8,3,0,0,0,1,0,0,0,0,0,1,0
SPAN301,Ana Acedo Garcia,201208,0601,0,5,4,4,3,3,1,0,0,0,0,0,0,0,0
SPAN301,Ana Acedo Garcia,201208,0501,1,10,3,1,1,0,0,0,0,0,0,0,0,1,0
SPAN301,Ana Acedo Garcia,201208,0201,0,6,7,2,3,0,0,0,0,0,0,0,0,2,0
SPAN301,Ana Acedo Garcia,201208,0101,0,9,5,2,2,0,1,0,0,0,0,0,0,0,0
SPAN301,Ana Acedo Garcia,201201,0501,2,7,7,3,1,0,0,0,0,0,0,0,0,1,0
SPAN302,Ana Acedo Garcia,201201,0401,0,9,5,2,1,0,0,0,0,0,0,0,0,2,1
SPAN302,Ana Acedo Garcia,201201,0301,0,10,6,0,1,0,1,0,0,0,0,0,0,2,0
SPAN301,Ana Acedo Garcia,201201,BL02,0,12,4,0,0,0,0,1,1,0,0,0,1,1,0
SPAN408L,Ana Rodriguez,202108,0101,0,3,2,1,0,0,1,0,0,0,0,0,1,0,0
SPAN374,Ana Rodriguez,202108,0101,1,10,7,0,1,0,1,0,0,0,0,0,0,0,0
SPAN798N,Ana Rodriguez,202101,0101,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3
SPAN303,Ana Rodriguez,202101,0101,0,3,1,1,1,0,0,0,0,0,0,0,2,0,3
SPAN408W,Ana Rodriguez,202008,0101,0,5,6,0,1,0,3,0,0,0,0,0,0,2,0
SPAN374,Ana Rodriguez,202008,0101,0,17,2,0,1,0,0,1,0,0,0,0,0,1,0
SPAN408L,Ana Rodriguez,201901,0101,0,5,5,3,3,0,2,1,0,0,0,0,0,0,0
SPAN303,Ana Rodriguez,201901,0201,0,3,1,3,2,2,1,1,0,0,0,0,0,0,1
SPAN798C,Ana Rodriguez,201808,0101,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
SPAN374,Ana Rodriguez,201808,0101,0,6,8,4,0,2,0,0,0,0,0,0,0,0,0
SLLC299P,Ana Rodriguez,201801,0101,0,10,3,0,0,2,0,0,1,0,0,0,1,1,1
SPAN408R,Ana Rodriguez,201708,0101,0,2,2,2,3,0,1,0,0,0,0,1,0,2,0
SPAN359B,Ana Rodriguez,201708,0101,1,7,5,1,1,0,0,0,0,0,0,0,0,0,1
SLLC299P,Ana Rodriguez,201701,0101,0,3,1,1,2,1,0,0,1,0,0,0,1,0,0
SPAN408G,Ana Rodriguez,201608,0101,1,4,5,1,2,3,0,0,0,0,1,0,0,1,0
SPAN359B,Ana Rodriguez,201608,0101,1,2,1,2,1,1,0,0,0,0,0,0,1,1,0
SPAN408T,Ana Rodriguez,201601,0101,1,4,1,0,6,1,0,0,0,0,0,1,0,2,0
SPAN408K,Ana Rodriguez,201508,0101,0,1,8,0,5,1,1,2,0,0,1,0,0,1,1
SPAN303,Ana Rodriguez,201508,0401,0,3,2,2,2,3,1,1,1,0,0,0,0,1,0
SPAN798Z,Ana Rodriguez,201501,0101,0,8,2,0,0,0,0,0,0,0,0,0,0,1,2
SPAN408X,Ana Rodriguez,201501,0101,0,5,3,3,2,0,1,0,0,0,0,0,0,1,2
SPAN408L,Ana Rodriguez,201408,0101,0,5,5,6,4,0,0,0,0,0,0,0,0,0,0
SPAN361,Ana Rodriguez,201408,0201,0,2,5,5,1,4,1,2,2,0,0,0,0,0,0
SPAN408I,Ana Rodriguez,201401,0101,1,6,6,8,1,1,1,0,1,0,0,0,0,0,0
SPAN303,Ana Rodriguez,201401,0101,0,4,0,4,3,3,3,1,0,0,0,0,0,1,0
SPAN303,Ana Rodriguez,201208,0601,0,2,4,6,3,1,1,0,0,0,0,0,0,0,0
SPAN303,Ana Rodriguez,201208,0301,0,1,4,4,5,2,0,1,2,0,0,0,0,1,0
SPAN408F,Ana Rodriguez,201201,0101,0,1,4,1,2,1,1,4,0,0,0,1,0,1,1
USLT202,Ana Rodriguez,201201,0101,0,2,5,3,5,1,1,1,1,0,0,0,1,0,0
ENEE460,Andre Tits,202108,0101,3,2,0,2,1,0,2,0,4,0,5,1,1,6,0
ENEE469O,Andre Tits,202101,0101,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0
ENEE664,Andre Tits,202001,0101,1,3,2,3,1,0,0,0,0,0,0,0,0,0,2
ENEE322H,Andre Tits,201908,0101,1,4,0,1,1,0,1,2,0,0,0,0,0,2,0
ENEE322,Andre Tits,201901,0301,0,1,1,1,1,2,4,2,4,0,7,1,0,0,0
ENEE322,Andre Tits,201808,0202,0,4,2,3,2,0,2,3,2,0,4,0,1,1,0
ENEE322,Andre Tits,201808,0201,1,2,0,2,2,2,0,3,2,0,6,0,0,4,0
ENEE664,Andre Tits,201801,0101,1,1,3,2,1,0,0,1,1,0,0,0,0,2,0
ENEE469O,Andre Tits,201801,0101,0,3,1,1,0,2,0,1,0,0,1,0,0,3,0
ENEE322H,Andre Tits,201708,0101,1,1,2,3,2,3,1,2,0,0,0,0,0,0,0
ENEE322,Andre Tits,201701,0201,1,1,1,2,0,2,0,5,2,0,3,1,2,2,0
ENEE322,Andre Tits,201701,0203,1,0,0,0,1,2,1,3,1,0,3,0,0,0,0
ENEE322,Andre Tits,201701,0202,0,2,0,1,1,3,0,3,4,0,1,0,2,1,0
ENEE322,Andre Tits,201608,0302,2,0,1,3,3,3,4,0,2,0,2,0,2,4,0
ENEE322,Andre Tits,201608,0301,2,2,1,2,3,2,5,2,3,0,3,0,0,1,0
ENEE698C,Andre Tits,201508,0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ENEE460,Andre Tits,201508,0101,1,4,3,4,5,3,4,2,0,0,1,0,1,1,0
ENEE664,Andre Tits,201501,0101,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0
ENEE460,Andre Tits,201408,0101,3,2,1,2,5,1,0,1,1,0,0,0,0,2,1
ENEE661,Andre Tits,201401,0101,0,3,3,0,3,2,0,0,0,0,0,0,0,0,3
ENEE322H,Andre Tits,201308,0101,3,5,4,2,1,5,1,1,0,0,0,0,0,1,0
ENEE664,Andre Tits,201301,0101,3,5,3,0,5,0,0,0,1,0,1,0,1,0,1
ENEE460,Andre Tits,201208,0101,1,4,4,0,1,3,4,0,2,0,1,0,1,2,0
ENEE322,Andre Tits,201201,0201,0,0,0,0,1,0,5,2,3,0,3,0,1,0,0
ENEE322,Andre Tits,201201,0202,3,1,3,1,5,1,1,8,2,0,2,0,2,1,0
CHEM889C,Andrei Vedernikov,202108,0101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
CHEM401,Andrei Vedernikov,202101,0101,0,10,8,3,4,4,2,5,1,0,2,0,0,2,11
CHEM608V,Andrei Vedernikov,202001,0101,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
CHEM276,Andrei Vedernikov,201901,0225,0,2,4,1,0,1,0,0,1,1,0,0,0,0,0
CHEM276,Andrei Vedernikov,201901,0224,0,2,4,4,5,1,4,1,2,0,1,0,0,0,0
CHEM498B,Andrei Vedernikov,201808,0101,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0
CHEM608V,Andrei Vedernikov,201801,0101,0,2,2,1,1,0,2,2,0,0,0,0,0,0,0
CHEM276,Andrei Vedernikov,201801,0225,0,3,0,1,4,0,2,4,1,0,1,1,0,0,0
CHEM276,Andrei Vedernikov,201801,0224,0,3,3,6,5,3,4,3,4,1,0,0,2,0,1
CHEM276,Andrei Vedernikov,201701,0225,0,0,3,2,4,3,0,3,0,0,0,0,0,0,0
CHEM276,Andrei Vedernikov,201701,0224,0,7,0,2,1,3,3,2,2,0,0,0,0,1,0
CHEM611,Andrei Vedernikov,201608,0101,2,10,2,0,0,1,0,0,0,0,0,0,1,0,0
CHEM601,Andrei Vedernikov,201608,0101,0,2,2,1,2,1,2,0,1,0,0,0,1,0,0
CHEM889D,Andrei Vedernikov,201601,0101,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6
CHEM611,Andrei Vedernikov,201508,0101,1,2,2,0,1,1,0,0,1,0,0,0,0,1,0
CHEM601,Andrei Vedernikov,201508,0101,0,3,3,1,3,1,0,1,0,0,1,0,0,1,1
CHEM498B,Andrei Vedernikov,201501,0101,1,1,2,0,3,1,1,1,1,0,0,0,0,1,0
CHEM135,Andrei Vedernikov,201408,3145,1,9,7,6,6,3,1,2,2,1,2,1,2,3,0
CHEM611,Andrei Vedernikov,201408,0101,8,9,2,1,3,2,0,0,0,0,0,0,0,0,0
CHEM135,Andrei Vedernikov,201408,3148,0,12,4,3,5,8,1,3,1,2,1,2,2,1,0
CHEM135,Andrei Vedernikov,201408,3147,1,5,8,8,7,2,5,2,2,1,1,0,2,0,0
CHEM135,Andrei Vedernikov,201408,3141,2,7,5,3,7,4,3,0,3,2,0,0,2,1,0
CHEM135,Andrei Vedernikov,201408,3128,1,8,5,5,4,5,3,6,2,1,0,0,1,4,0
CHEM135,Andrei Vedernikov,201408,3127,1,4,5,3,13,3,4,5,0,1,1,1,3,1,0
CHEM135,Andrei Vedernikov,201408,3126,1,6,2,11,4,4,2,2,1,4,0,0,1,0,0
CHEM135,Andrei Vedernikov,201408,3125,2,2,2,2,10,4,6,4,3,1,1,1,7,1,0
CHEM608V,Andrei Vedernikov,201401,0101,0,1,1,1,2,0,0,0,0,0,0,0,0,0,2
CHEM135,Andrei Vedernikov,201308,3128,0,1,5,4,9,10,5,7,2,2,2,0,1,1,1
CHEM135,Andrei Vedernikov,201308,3125,2,4,5,5,8,6,2,5,6,1,3,1,0,2,0
CHEM135,Andrei Vedernikov,201308,3127,0,2,10,4,5,6,4,6,1,2,4,0,3,3,0
CHEM135,Andrei Vedernikov,201308,3145,1,6,4,6,7,7,5,4,0,3,3,0,4,3,0
CHEM135,Andrei Vedernikov,201308,3147,2,5,6,6,6,6,6,2,4,2,2,1,2,1,0
CHEM135,Andrei Vedernikov,201308,3148,1,3,4,8,10,6,7,5,0,2,0,1,3,0,0
CHEM401,Andrei Vedernikov,201301,0101,2,24,19,8,9,8,8,7,0,1,1,0,1,2,0
CHEM135,Andrei Vedernikov,201208,3248,1,8,1,1,18,1,0,12,0,0,6,0,1,1,0
CHEM135,Andrei Vedernikov,201208,3247,0,11,1,0,14,1,0,14,1,0,3,0,6,0,0
CHEM135,Andrei Vedernikov,201208,3245,0,10,0,0,24,0,0,10,1,0,3,0,2,0,0
CHEM135,Andrei Vedernikov,201208,3228,0,10,2,1,18,2,0,11,0,0,2,0,2,4,0
CHEM135,Andrei Vedernikov,201208,3227,2,10,1,1,19,0,1,10,1,0,2,1,3,1,0
CHEM135,Andrei Vedernikov,201208,3225,0,12,1,0,16,1,0,13,0,0,3,0,2,0,0
CHEM401,Andrei Vedernikov,201201,0101,3,24,2,3,19,1,2,11,0,0,1,0,0,3,1
CHEM889C,Andrei Vedernikov,201201,0101,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2
CMSC858Q,Andrew Childs,202101,0101,3,14,3,3,1,1,0,0,0,0,0,0,0,2,11
CMSC451,Andrew Childs,202008,0101,5,19,22,15,31,23,7,10,6,2,3,0,1,7,0
CMSC451,Andrew Childs,201908,0101,3,21,8,12,24,6,4,8,3,0,2,0,1,5,1
CMSC451,Andrew Childs,201908,0201,5,24,6,6,17,9,1,9,5,0,2,2,5,8,0
CMSC457,Andrew Childs,201901,0101,2,9,1,2,3,1,2,3,0,0,0,0,2,11,0
CMSC451,Andrew Childs,201808,0201,8,30,17,11,29,17,2,8,4,0,7,0,2,10,0
CMSC451,Andrew Childs,201801,0101,5,27,7,4,29,10,9,6,2,0,3,0,2,6,0
CMSC858K,Andrew Childs,201708,0101,5,12,7,5,2,1,0,1,0,0,0,0,1,2,1
CMSC858Q,Andrew Childs,201701,0101,2,4,4,0,2,0,0,0,0,0,0,0,0,0,0
CMSC858K,Andrew Childs,201608,0101,6,7,4,6,5,3,0,1,0,0,0,0,0,1,1
CMSC451,Andrew Childs,201601,0101,2,15,8,6,13,7,2,11,2,0,4,0,1,3,0
CMSC858K,Andrew Childs,201508,0101,3,5,13,2,1,5,0,1,1,0,0,0,1,4,4
PHIL140,Andrew Fyfe,202108,FC01,1,4,4,6,4,5,1,0,1,0,0,0,1,0,0
PHIL140,Andrew Fyfe,202108,FC02,1,1,10,7,4,7,2,0,0,0,0,0,0,1,0
PHIL140,Andrew Fyfe,202108,FC03,2,5,4,8,2,9,3,0,0,0,0,0,0,1,0
PHIL282,Andrew Fyfe,202101,0101,1,8,3,1,0,1,0,0,0,0,0,0,1,0,9
PHIL282,Andrew Fyfe,202101,0102,2,10,2,0,0,1,0,0,0,0,0,0,1,5,6
PHIL282,Andrew Fyfe,202101,0103,1,8,2,0,2,1,0,1,0,0,0,0,1,0,8
PHIL140,Andrew Fyfe,202008,0101,3,4,4,5,5,1,2,0,1,0,0,0,1,2,0
PHIL140,Andrew Fyfe,202008,0102,3,2,7,8,2,2,0,2,0,0,0,0,0,0,0
PHIL140,Andrew Fyfe,202008,0103,3,8,6,1,4,2,1,0,0,0,0,0,0,3,0
PHIL140,Andrew Fyfe,202008,FC01,2,1,6,5,6,0,0,0,0,0,0,0,0,1,0
PHIL328A,Andrew Fyfe,201708,0101,4,5,0,4,2,0,0,3,0,0,0,0,2,0,0
SLLC286,Andrew Schonebaum,202108,0101,0,52,5,0,3,0,0,0,0,0,0,0,0,1,1
CHIN441,Andrew Schonebaum,202108,0101,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0
SLLC286,Andrew Schonebaum,202101,0201,0,20,3,3,1,0,0,0,0,0,0,0,0,0,3
SLLC286,Andrew Schonebaum,202101,0101,0,27,2,0,0,0,0,0,0,0,0,0,0,1,1
SLLC286,Andrew Schonebaum,202008,0101,0,46,7,2,2,0,1,1,0,0,0,0,1,0,1
CHIN441,Andrew Schonebaum,202008,0101,0,3,2,1,0,0,0,0,0,0,0,0,1,1,1
SLLC286,Andrew Schonebaum,202001,0101,0,24,7,0,0,0,0,0,0,0,0,0,1,1,17
CHIN441,Andrew Schonebaum,202001,0101,0,4,1,0,0,0,0,0,0,0,0,0,0,1,4
SLLC286,Andrew Schonebaum,201908,0101,0,34,14,9,2,0,0,0,0,0,0,0,1,1,0
CHIN441,Andrew Schonebaum,201908,0101,0,9,3,1,0,0,0,0,0,0,0,0,0,1,4
SLLC286,Andrew Schonebaum,201801,0101,0,27,7,11,11,2,0,0,0,0,0,0,1,2,0
CHIN429J,Andrew Schonebaum,201801,0101,0,7,1,1,1,0,0,0,0,0,0,0,0,2,3
SLLC286,Andrew Schonebaum,201708,0101,0,9,16,9,9,10,3,2,0,0,0,0,0,2,0
CHIN441,Andrew Schonebaum,201708,0101,0,7,5,0,2,0,0,0,0,0,0,0,0,2,2
CHIN215,Andrew Schonebaum,201701,0101,0,12,8,4,1,3,0,0,0,0,0,0,0,0,2
CHIN443,Andrew Schonebaum,201701,0101,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2
CHIN441,Andrew Schonebaum,201608,0101,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
CHIN215,Andrew Schonebaum,201608,0101,0,5,8,10,2,1,0,1,0,0,0,0,0,2,1
CHIN441,Andrew Schonebaum,201601,0101,0,7,1,3,3,1,0,0,0,0,0,0,0,1,1
CHIN213,Andrew Schonebaum,201601,0101,0,11,7,8,2,2,0,0,0,0,0,0,0,0,0
CHIN429D,Andrew Schonebaum,201508,0101,0,3,2,0,2,0,0,0,0,0,0,0,0,1,0
ARHU158E,Andrew Schonebaum,201508,0101,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0
CHIN429C,Andrew Schonebaum,201501,0101,0,4,3,3,4,0,0,0,0,0,0,0,0,1,2
CHIN214,Andrew Schonebaum,201501,0101,0,12,9,4,3,0,1,1,0,0,0,0,0,1,0
CHIN441,Andrew Schonebaum,201408,0101,0,6,6,5,1,0,0,0,0,0,0,0,0,0,0
CHIN316,Andrew Schonebaum,201408,0101,0,10,9,9,0,2,1,0,0,0,0,0,0,3,1
CHIN443,Andrew Schonebaum,201401,0101,0,12,5,4,5,1,1,0,0,0,0,0,0,1,1
CHIN213,Andrew Schonebaum,201401,0101,0,9,6,11,7,2,0,1,0,0,0,0,0,0,0
CHIN441,Andrew Schonebaum,201308,0101,0,3,5,1,0,0,0,0,1,0,0,0,0,0,0
CHIN213,Andrew Schonebaum,201308,0101,0,9,13,7,2,0,0,0,1,0,0,0,0,0,0
CHIN213,Andrew Schonebaum,201208,0101,0,17,10,3,0,1,0,0,0,0,0,0,0,1,0
CHIN441,Andrew Schonebaum,201208,0101,0,11,5,1,2,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,202108,0101,0,7,2,2,0,0,0,0,0,0,0,0,1,0,0
PHYS103,Andris Skuja,202108,0301,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,202108,0401,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,202108,0501,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0
PHYS103,Andris Skuja,202108,0701,1,11,1,1,1,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,202108,0801,6,15,0,2,0,0,0,0,0,0,0,0,1,0,0
PHYS260,Andris Skuja,202108,0101,1,1,1,5,8,6,4,0,1,0,1,0,0,2,0
PHYS260,Andris Skuja,202108,0102,1,2,1,2,3,3,1,1,1,0,0,0,1,1,1
PHYS260,Andris Skuja,202108,0104,0,0,2,1,2,1,2,1,3,0,0,0,1,1,0
PHYS260,Andris Skuja,202108,0105,1,4,3,0,5,1,1,2,2,0,0,0,1,6,0
PHYS260,Andris Skuja,202101,0101,3,1,0,2,4,2,1,2,0,0,1,1,1,1,4
PHYS260,Andris Skuja,202101,0102,1,5,1,1,4,1,0,1,0,0,0,0,0,2,5
PHYS260,Andris Skuja,202101,0104,3,0,3,1,8,0,0,4,0,0,1,0,0,2,3
PHYS260,Andris Skuja,202101,0201,1,6,4,3,3,4,2,3,1,0,0,0,1,0,5
PHYS260,Andris Skuja,202101,0203,0,4,0,3,2,1,1,1,1,0,0,0,1,0,2
PHYS260,Andris Skuja,202101,0205,1,1,3,1,5,1,3,2,1,0,1,0,0,2,5
PHYS103,Andris Skuja,202008,0101,2,8,3,2,0,0,0,0,0,0,0,0,1,0,0
PHYS103,Andris Skuja,202008,0301,4,15,1,1,3,0,0,0,0,0,0,0,0,2,0
PHYS103,Andris Skuja,202008,0401,2,10,4,3,1,0,0,1,0,0,0,0,0,1,0
PHYS103,Andris Skuja,202008,0501,8,3,3,4,2,0,0,0,0,0,0,0,1,0,1
PHYS103,Andris Skuja,202008,0701,9,8,3,0,0,1,0,1,0,0,0,0,0,1,0
PHYS103,Andris Skuja,202008,0801,7,13,3,0,1,0,0,0,0,0,0,0,0,0,0
PHYS260,Andris Skuja,202008,0101,1,7,5,2,8,0,1,0,0,0,2,0,0,1,0
PHYS260,Andris Skuja,202008,0102,2,2,0,0,7,2,3,3,1,0,1,0,0,1,0
PHYS260,Andris Skuja,202008,0104,0,2,3,3,7,3,1,0,0,0,0,0,0,1,0
PHYS260,Andris Skuja,202008,0105,0,3,1,1,5,3,1,3,1,0,0,1,0,3,0
PHYS260,Andris Skuja,202001,0201,3,8,5,6,4,1,1,0,0,1,0,0,0,0,3
PHYS260,Andris Skuja,202001,0203,1,2,3,0,1,0,0,0,0,0,0,0,0,0,5
PHYS260,Andris Skuja,202001,0205,2,7,3,4,2,2,0,0,0,0,0,0,2,0,10
PHYS103,Andris Skuja,201908,0101,0,11,1,2,1,0,0,0,0,0,0,0,1,3,0
PHYS103,Andris Skuja,201908,0301,2,13,3,0,0,0,0,2,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201908,0401,1,11,5,2,1,0,1,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201908,0501,3,13,3,2,0,0,0,1,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201908,0601,1,6,1,0,1,1,0,0,1,0,0,0,0,1,0
PHYS103,Andris Skuja,201908,0701,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201908,0801,3,14,1,0,4,0,0,0,0,0,0,0,0,0,0
PHYS375,Andris Skuja,201908,0102,0,3,1,1,2,3,0,1,1,0,0,0,0,0,1
PHYS375,Andris Skuja,201908,0103,0,1,2,2,0,1,4,0,1,0,0,0,0,2,0
PHYS106,Andris Skuja,201901,0101,4,6,3,4,7,6,3,5,2,0,1,0,0,2,1
PHYS103,Andris Skuja,201808,0101,1,1,7,3,0,0,1,0,0,0,0,0,1,2,0
PHYS103,Andris Skuja,201808,0301,1,6,2,4,2,1,0,0,0,0,0,0,1,1,0
PHYS103,Andris Skuja,201808,0401,0,5,4,1,3,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201808,0501,2,5,5,1,3,0,0,0,1,0,0,0,0,1,0
PHYS103,Andris Skuja,201808,0601,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201808,0701,0,4,9,4,1,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201808,0801,1,10,5,1,0,1,0,0,0,0,0,0,0,0,0
PHYS375,Andris Skuja,201808,0102,0,4,0,1,1,2,0,0,0,0,0,0,0,1,0
PHYS375,Andris Skuja,201808,0103,4,2,0,0,1,0,0,0,1,0,0,0,1,1,0
PHYS375,Andris Skuja,201808,0104,2,4,1,0,0,0,2,0,1,0,0,0,0,0,0
PHYS107,Andris Skuja,201801,0101,15,8,0,0,0,0,0,0,0,0,0,0,0,2,0
PHYS107,Andris Skuja,201801,0301,20,2,0,0,1,0,1,0,0,0,0,0,0,0,0
PHYS107,Andris Skuja,201801,0501,14,9,1,0,0,0,0,0,0,0,0,0,0,1,0
PHYS375,Andris Skuja,201801,0201,2,0,0,3,1,0,0,2,1,0,0,0,0,0,1
PHYS103,Andris Skuja,201708,0101,1,6,2,3,1,0,0,1,0,0,0,0,2,2,0
PHYS103,Andris Skuja,201708,0201,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201708,0301,8,4,3,0,0,0,0,0,0,0,1,0,0,1,0
PHYS103,Andris Skuja,201708,0401,8,8,1,0,0,0,0,0,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201708,0501,1,6,3,1,1,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201708,0601,0,3,4,2,0,0,0,0,0,0,0,0,1,0,0
PHYS103,Andris Skuja,201708,0701,2,6,4,2,0,0,0,0,0,0,1,0,0,1,0
PHYS103,Andris Skuja,201708,0801,1,10,2,3,0,0,0,0,0,0,0,0,0,0,0
PHYS375,Andris Skuja,201708,0101,1,3,2,3,0,0,0,0,0,0,0,0,0,1,1
PHYS375,Andris Skuja,201708,0102,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3
PHYS375,Andris Skuja,201708,0103,3,1,0,0,1,3,0,1,0,0,0,0,0,1,0
PHYS375,Andris Skuja,201708,0104,0,8,0,2,0,1,0,0,1,0,0,0,0,0,0
PHYS107,Andris Skuja,201701,0101,2,21,0,0,0,0,0,0,0,0,0,0,0,1,0
PHYS107,Andris Skuja,201701,0301,0,1,3,10,1,2,0,1,3,0,0,0,1,1,0
PHYS107,Andris Skuja,201701,0501,1,16,1,0,3,1,0,0,0,0,0,0,0,1,0
PHYS375,Andris Skuja,201701,0101,1,1,0,0,3,2,0,1,1,0,0,0,0,1,1
PHYS375,Andris Skuja,201701,0301,2,1,2,1,1,0,1,2,0,0,0,0,0,1,1
PHYS103,Andris Skuja,201608,0101,1,7,5,0,3,0,0,0,0,0,0,0,0,3,0
PHYS103,Andris Skuja,201608,0201,0,4,3,4,1,1,0,0,0,0,0,0,0,2,0
PHYS103,Andris Skuja,201608,0301,0,6,6,3,2,0,0,0,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201608,0401,2,10,2,0,1,0,0,0,0,0,0,0,0,2,0
PHYS103,Andris Skuja,201608,0501,0,8,2,4,1,1,0,0,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201608,0601,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201608,0701,0,2,8,5,1,1,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201608,0801,5,10,1,0,0,0,0,0,0,0,0,0,0,1,0
PHYS375,Andris Skuja,201608,0101,2,7,0,0,1,0,0,0,0,0,0,0,0,1,0
PHYS375,Andris Skuja,201608,0102,1,4,1,0,2,0,0,2,0,0,0,0,0,1,0
PHYS107,Andris Skuja,201601,0101,2,4,4,1,4,2,2,1,0,0,0,0,1,2,0
PHYS107,Andris Skuja,201601,0301,0,5,4,3,0,0,0,0,0,0,0,0,0,1,0
PHYS107,Andris Skuja,201601,0501,1,4,3,0,0,0,0,0,0,0,0,0,0,2,0
PHYS103,Andris Skuja,201508,0101,4,6,7,1,0,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201508,0201,1,3,7,3,4,0,0,0,0,0,0,0,0,0,0
PHYS103,Andris Skuja,201508,0301,1,12,4,0,0,0,0,0,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201508,0401,1,6,4,3,3,0,0,0,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201508,0501,0,2,6,1,2,1,0,0,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201508,0601,1,2,2,1,0,1,0,0,0,0,0,0,1,1,0
PHYS103,Andris Skuja,201508,0701,1,9,5,2,0,0,0,0,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201508,0801,1,4,7,5,0,1,0,0,0,0,0,0,0,1,0
PHYS107,Andris Skuja,201501,0101,0,5,4,3,1,1,1,0,0,0,0,0,0,1,0
PHYS107,Andris Skuja,201501,0301,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0
PHYS107,Andris Skuja,201501,0501,0,2,4,5,3,1,0,0,0,0,0,0,0,1,0
PHYS375,Andris Skuja,201501,0201,0,4,2,1,0,0,0,0,0,0,0,0,1,1,0
PHYS103,Andris Skuja,201408,0101,2,7,4,1,0,0,0,0,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201408,0201,0,7,6,0,4,0,1,0,0,0,0,0,0,1,0
PHYS103,Andris Skuja,201408,0301,7,7,2,0,1,1,1,1,0,0,0,0,0,0,0
